Symbol,Start,End,Label,Market Cap,Sector,Income,Sales,Employees,Recom Analyst Rating (1 buy/5 sell),price-to-earnings,Price/Earnings-to-Growth,Price-to-Sales Ratio,Price-to-Book,Price to free cash flow,debt-to-equity,EPS (ttm),Inst Own,ROE,ROI,Profit Margin,Shs Outstand,Beta
SIRI,6.17,6.42,UP,23618447041,Consumer Discretionary,1.26B,8.92B,5590,2.6,20.19,3.96,2.75,-,143.45,-,0.31,11.30%,-,27.70%,-,3.89B,0.92
SISI,3.02,6.68,UP,3219267,Health Care,-24.60M,2.20M,74,-,-,-,7.97,0.31,-,0.43,-2.67,1.00%,-70.30%,-47.60%,-,16.40M,1.36
SITM,110.31,291.07,UP,1933877889,Technology,52.80M,288.40M,279,1.7,37.2,5.39,6.44,2.76,39.28,0,2.38,74.70%,9.20%,5.20%,18.30%,21.15M,-
SIVB,387.34,679.45,UP,13800812954,Finance,1.60B,4.89B,7743,2.3,7.73,0.97,2.54,1,6.8,0.27,26.94,93.80%,13.80%,15.90%,35.00%,58.94M,1.52
SJ,8.8,5.84,DOWN,70000360,Technology,21.60M,257.60M,285,-,3.53,-,0.24,0.4,-,0,0.45,0.40%,17.10%,19.80%,8.40%,38.28M,1.28
SKIN,11.5,23.95,UP,1743494894,Consumer Discretionary,-192.00M,325.00M,704,1.7,-,-,4,3.61,-,0,-1.43,-,-89.90%,-3.30%,-59.10%,150.73M,-
SKYW,37.94,39.4,UP,896411404,Consumer Discretionary,124.40M,3.10B,15205,3.2,6.87,-,0.27,0.36,1.41,1.4,2.46,85.80%,4.10%,4.40%,3.00%,50.52M,1.78
SLAB,126.35,206.19,UP,3868471235,Technology,71.60M,975.50M,1667,2.6,63.95,17.76,4.16,2.73,-,0.34,1.94,-,3.40%,-1.90%,6.50%,34.08M,1.05
SLDB,117.6,26.7,DOWN,49115688,Health Care,-87.00M,14.80M,104,2.8,-,-,3.28,0.29,-,0,-11.58,60.20%,-44.70%,-34.60%,-,7.52M,1.37
SLGG,2.55,2.43,DOWN,11110459,Industrials,-30.70M,17.80M,101,2,-,-,1.29,0.29,-,0.05,-0.84,8.70%,-35.70%,-22.90%,-,36.95M,1.22
SLGL,9.93,7.37,DOWN,114606519,Health Care,9.60M,33.20M,53,2,13.37,-,3.34,2.24,-,0,0.36,13.80%,19.40%,5.30%,28.90%,23.13M,1.32
SLM,12.09,19.47,UP,4197051823,Finance,845.60M,1.91B,1450,2.2,5.36,0.31,2.13,2.39,-,3.19,3.07,-,47.30%,13.40%,44.40%,251.27M,1.21
SLNG,2.75,4.19,UP,150809497,Utilities,-9.50M,92.30M,249,2,-,-,1.44,2.16,45.77,0.21,-0.53,2.00%,-15.60%,-11.00%,-10.30%,18.25M,0.19
SLNH,5,10.96,UP,17648956,Technology,-27.80M,26.70M,54,-,-,-,0.9,0.11,-,0.22,-2,13.30%,-23.30%,-4.60%,-70.70%,14.05M,1.98
SLNO,30.15,7.05,DOWN,121518816,Health Care,-23.40M,-,20,1.5,-,-,-,0.36,-,0,-3.97,40.10%,-110.50%,-,-,8.01M,0.26
SLP,75.06,49.17,DOWN,843831916,Technology,12.50M,53.90M,157,2,66.26,4.42,15.37,4.52,67.34,0,0.6,75.20%,7.20%,6.70%,23.20%,20.24M,0.46
SLRX,28.25,12.85,DOWN,4650915,Health Care,-18.70M,0.00M,16,1,-,-,-,0.13,-,0,-9.86,17.70%,-51.30%,-33.10%,-,2.14M,0.73
SLS,5.61,5.39,DOWN,97683266,Health Care,-38.80M,1.00M,11,1.7,-,-,98.8,5.26,-,0,-2.33,14.70%,-221.80%,-123.40%,-,20.55M,2.28
SMBC,30.07,51.81,UP,471609616,Finance,47.00M,116.90M,511,2.5,9.52,-,3.94,1.43,8.29,0.07,5.21,52.60%,15.10%,26.00%,40.20%,9.24M,0.9
SMBK,17.96,27.24,UP,495649739,Finance,36.70M,144.30M,539,2,13.26,-,3.43,1.15,14.31,0.12,2.17,45.10%,7.90%,21.40%,23.10%,16.73M,0.73
SMCI,31.05,44.68,UP,3640736562,Technology,285.20M,5.20B,4607,2.4,14.46,1.45,0.75,2.8,-,0.42,5.29,73.40%,14.60%,14.00%,3.50%,52.10M,1.39
SMFR,10.75,4.6,DOWN,380641510,Technology,-171.70M,191.10M,1200,2,-,-,1.72,0.46,-,0.09,-0.6,42.10%,-39.30%,-106.10%,-89.80%,337.75M,-
SMID,9.3,46.6,UP,124777347,Industrials,4.50M,46.80M,178,-,22.76,-,2.14,3.13,-,0.2,0.86,40.30%,14.10%,20.40%,9.60%,5.23M,0.84
SMIT,5.39,5.54,UP,5227381,Industrials,-3.70M,9.90M,157,-,-,-,0.35,5.81,-,5,-0.97,19.20%,-117.70%,-238.20%,-33.20%,3.81M,0.96
SMLR,91.78,91.85,UP,284468052,Health Care,13.10M,54.40M,124,2.5,19.62,-,3.87,4.23,12.68,0,1.62,49.10%,27.60%,37.80%,24.10%,6.76M,0.77
SMMF,21.8,27.42,UP,375500159,Finance,49.80M,142.70M,439,2.5,7.35,0.92,2.56,1.14,7.46,0.38,3.87,36.90%,14.70%,21.70%,32.40%,12.76M,0.4
SMMT,5.17,2.55,DOWN,88778117,Health Care,-84.90M,2.00M,105,1,-,-,99.5,1.92,-,0,-0.86,4.20%,-112.70%,-103.50%,-,99.65M,0.85
SMPL,29.71,41.28,UP,3774629819,Consumer Staples,108.60M,1.17B,260,1.8,35.14,3.67,3.26,2.63,36.11,0.28,1.08,93.20%,7.90%,8.70%,9.30%,100.14M,0.8
SMSI,5.05,4.92,DOWN,126807963,Technology,-38.10M,56.50M,373,2,-,-,1.95,1.31,-,0,-0.7,19.50%,-39.50%,-31.00%,-67.40%,55.18M,0.88
SMTC,71.18,88.53,UP,1762578463,Technology,158.90M,796.90M,1439,2.4,11.1,0.97,2.15,2.17,7.92,0.22,2.46,98.40%,21.30%,14.10%,19.90%,63.50M,1.64
SMTI,45.67,30.02,DOWN,251229321,Health Care,-11.90M,30.30M,63,2,-,-,8.29,7.13,-,0,-1.57,3.20%,-36.80%,-24.10%,-39.40%,7.79M,1.96
SNAX,10.76,4.52,DOWN,6302252,Consumer Staples,-44.30M,34.30M,224,2,-,-,0.26,0.33,-,0,-1.92,23.60%,-160.10%,-131.50%,-,28.25M,0.38
SNBR,79.36,77.52,DOWN,619988180,Consumer Discretionary,53.20M,2.11B,5515,3,12.53,1.84,0.31,-,4.72,-,2.32,-,-20.10%,-376.40%,4.20%,22.36M,1.83
SNCE,10.76,12.76,UP,169868671,Technology,-,72.57M,601,1.6,-,-,1.97,0.82,-,0,-0.72,58.70%,-,-52.40%,-,116.00M,-
SNCR,4.44,2.37,DOWN,98020258,Technology,-12.20M,274.70M,1536,2,-,-,0.31,1.13,31.22,0,-0.14,53.90%,-14.10%,-5.30%,-4.40%,87.12M,1.22
SND,1.93,1.75,DOWN,109610316,Industrials,-25.50M,179.90M,239,3,-,-,0.65,0.41,-,0.09,-0.61,36.50%,-10.60%,-20.70%,-14.20%,42.18M,1.66
SNDL,5.5,5.94,UP,591412901,Health Care,-113.70M,204.40M,184,2.2,-,-,2.6,0.47,-,0.17,-0.52,8.30%,-10.70%,-11.80%,-55.60%,237.99M,-
SNDX,22.34,21.78,DOWN,1309483570,Health Care,0.80M,139.00M,59,1.7,-,-,9.48,3.9,-,0.06,-0.03,-,0.20%,6.10%,0.60%,60.16M,1.11
SNES,1.7,1,DOWN,2125053,Industrials,-9.60M,0.80M,26,2,-,-,2.35,0.34,-,0,-0.79,9.70%,-107.70%,-82.60%,-,12.21M,1.04
SNEX,58.17,61.66,UP,1904181785,Finance,157.30M,61.50B,3500,-,11.74,0.62,0.03,1.73,9.43,4.54,7.87,79.70%,16.10%,1.40%,0.30%,19.64M,0.98
SNFCA,7.69,8.86,UP,134614096,Finance,22.90M,439.40M,1619,-,6.69,-,0.29,0.53,1.12,0.71,1.04,38.00%,7.80%,10.40%,5.20%,21.18M,0.71
SNGX,1.35,0.7,DOWN,29591714,Health Care,-15.00M,0.90M,13,2,-,-,32.13,6.69,-,2.36,-0.35,7.50%,-164.40%,-57.50%,-,43.01M,1.77
SNOA,7.31,4.7,DOWN,6077837,Health Care,-4.90M,12.90M,12,2,-,-,0.31,0.63,-,0.06,-1.59,6.00%,-49.60%,-50.90%,-37.70%,3.10M,0.98
SNPS,254.7,370.81,UP,44692927624,Technology,1.03B,4.95B,16361,1.7,44.04,2.36,9,7.92,28.1,0,6.59,93.40%,18.90%,12.70%,20.90%,152.94M,1.17
SNPX,5.6,8.77,UP,47337153,Health Care,-14.20M,-,4,2,-,-,-,1.69,-,0,-2.11,9.20%,-45.20%,-,-,6.96M,-
SNT,3.98,2.88,DOWN,38414859,Telecommunications,-2.80M,34.20M,160,-,-,-,1.08,1.08,-,0,-0.12,53.10%,-12.10%,-3.30%,-12.70%,23.31M,0.81
SNY,48.75,50.42,UP,108462967859,Health Care,6.32B,43.83B,95442,1.2,17.24,1.4,2.54,1.53,-,0.3,2.51,10.40%,10.90%,7.20%,16.40%,2.50B,0.58
SOFI,12.2,15.95,UP,4355841793,Finance,-387.70M,456.30M,2500,2,-,-,9.56,0.87,-,0.73,-0.54,33.10%,-9.60%,2.90%,-,910.05M,-
SOFO,3.85,3.3,DOWN,11899188,Technology,-4.80M,29.60M,180,2,-,-,0.38,1.71,-,0.08,-0.51,6.70%,-92.70%,45.80%,-16.30%,10.53M,0.07
SOHO,2.38,1.97,DOWN,42338117,Real Estate,0.20M,156.10M,10,3,-,-,0.25,0.8,-,7.03,-0.13,18.10%,0.70%,-1.90%,0.20%,17.76M,1.68
SOHU,16.24,16.13,DOWN,474663213,Technology,27.20M,797.30M,4900,-,19.97,3.86,0.68,0.42,-,0,0.72,38.30%,67.90%,2.70%,-,34.53M,1.3
SOLO,6.58,2.41,DOWN,74380927,Consumer Discretionary,-59.00M,3.00M,216,1.5,-,-,44.37,0.58,-,0.01,-0.51,11.00%,-24.10%,-24.70%,-,118.45M,2.19
SONM,7.41,0.93,DOWN,16757274,Telecommunications,-34.10M,55.60M,77,2,-,-,0.31,1.17,-,0.01,-2.63,2.40%,-276.60%,-203.00%,-61.30%,40.27M,2.62
SONN,32.2,5.92,DOWN,9737341,Health Care,-29.20M,0.80M,9,1.5,-,-,6.3,8.17,-,0,-7.61,5.00%,-243.90%,-,-,5.00M,0.99
SONO,23.24,29.99,UP,2057670079,Consumer Discretionary,122.70M,1.80B,1525,2.1,17.74,-,1.07,3.02,41.55,0,0.85,95.60%,19.10%,27.50%,6.80%,127.88M,1.92
SOTK,4.39,7.38,UP,112680507,Industrials,1.40M,17.20M,67,2,71.69,-,5.8,7.01,110.8,0,0.09,46.00%,10.10%,18.50%,8.10%,15.73M,-0.13
SP,27.94,28.24,UP,868090690,Consumer Discretionary,46.50M,1.39B,10800,-,15.78,1.58,0.57,2.94,15.43,1.25,2.17,92.80%,20.30%,10.20%,3.40%,21.20M,1.4
SPCB,1.08,0.61,DOWN,4118715,Technology,-12.70M,15.60M,114,2,-,-,0.53,2.39,-,10.74,-0.32,4.70%,-289.40%,-19.20%,-81.60%,35.77M,0.36
SPFI,19.04,27.93,UP,538389392,Finance,60.00M,142.90M,609,2,9.29,-,3.7,1.46,3.57,0.34,3.27,24.50%,14.80%,20.60%,40.40%,17.49M,0.61
SPI,7.86,3.67,DOWN,42282161,Technology,-39.70M,169.70M,419,-,-,-,0.24,1.18,-,4.19,-1.58,2.00%,-131.50%,-26.10%,-23.40%,27.43M,1.22
SPLK,166.37,116.09,DOWN,13565926000,Technology,-998.20M,3.04B,7000,2.2,-,-,3.86,-,52.15,-,-6.22,88.50%,422.30%,-34.70%,-32.80%,161.79M,1.43
SPNE,16.5,13.31,DOWN,239958060,Health Care,-67.00M,209.00M,523,1.5,-,-,1.16,0.84,-,0,-1.83,73.70%,-19.00%,-17.20%,-27.90%,36.77M,1.35
SPNS,30.18,34.58,UP,1091676306,Technology,52.80M,473.30M,4044,2,18.55,1.73,2.05,2.54,15.23,0.21,0.95,23.70%,13.20%,9.40%,11.10%,55.11M,1.28
SPOK,11.97,9.2,DOWN,172910308,Technology,-19.00M,135.80M,390,-,-,-,1.23,1.08,-,0,-0.98,64.60%,-11.80%,-13.00%,-14.00%,19.69M,0.34
SPPI,3.46,1.35,DOWN,87533979,Health Care,-117.30M,-,163,2,-,-,-,2.14,-,0,-0.71,31.70%,-217.50%,-,-,175.57M,2.03
SPRB,22.76,5.02,DOWN,27329890,Health Care,-44.30M,-,17,2,-,-,-,0.26,-,0.05,-1.89,85.80%,-42.10%,-,-,23.56M,-
SPRO,17.93,15.34,DOWN,69433604,Health Care,-113.30M,9.90M,41,2.5,-,-,6.73,1.75,-,0,-3.48,52.10%,-151.80%,-64.40%,-,32.98M,0.77
SPSC,112.19,141.81,UP,4531607381,Technology,52.00M,431.60M,1901,2.1,84.38,5.63,9.96,8.43,68.7,0,1.41,-,10.50%,9.50%,12.00%,36.09M,0.71
SPT,47.56,93.47,UP,3284569695,Technology,-41.30M,221.20M,887,1.6,-,-,14.39,20.85,263.08,0,-0.76,95.69%,-28.60%,-19.50%,-18.70%,54.50M,-
SPTN,18.02,25.87,UP,1279422592,Consumer Discretionary,60.90M,9.20B,10100,2.7,20.05,-,0.13,1.52,1380.18,0.61,1.71,89.80%,7.80%,7.30%,0.70%,35.19M,0.77
SPWH,17.68,11.91,DOWN,349618020,Consumer Discretionary,96.90M,1.48B,3300,2.3,4.08,0.2,0.23,1.34,-,0.36,2.19,-,33.30%,27.70%,6.60%,41.96M,0.86
SPWR,25.31,21.01,DOWN,3233774782,Technology,-108.80M,1.48B,3660,3.1,-,-,2.29,8.05,-,1.32,-0.63,89.30%,-40.70%,-3.50%,-10.50%,173.95M,1.8
SQFT,4.13,3.87,DOWN,14845589,Real Estate,-7.50M,17.60M,18,1,-,-,0.77,0.08,-,0,-0.65,21.40%,-6.50%,0.60%,-42.90%,11.80M,-
SRAX,2.89,4.54,UP,43420044,Consumer Discretionary,-16.20M,26.70M,10,1.7,-,-,1.67,2.2,-,0.06,-0.8,22.70%,-130.50%,0.20%,-,26.08M,1.52
SRCE,39.7,48.69,UP,1440472339,Finance,116.20M,271.50M,1130,2.7,12.05,1.21,5.1,1.69,8.73,0.13,4.7,74.80%,13.40%,20.40%,42.80%,24.66M,0.99
SRCL,67.49,59.51,DOWN,4100180945,Utilities,-83.30M,2.65B,14550,2.4,-,-,1.68,1.89,577.15,0.72,-0.91,-,-3.60%,1.10%,-3.30%,92.10M,1.25
SRDX,44.25,47.98,UP,476870250,Health Care,-12.80M,97.90M,389,1.5,-,-,4.61,3.57,-,0.08,-0.92,92.90%,-9.60%,3.10%,-13.10%,13.93M,0.98
SRGA,62.4,21.67,DOWN,20981618,Health Care,-60.80M,83.60M,231,2.5,-,-,0.13,0.5,-,0.49,-12.77,17.20%,-231.40%,-749.40%,-70.50%,6.64M,1.87
SRNE,7.07,4.9,DOWN,717448724,Health Care,-523.80M,55.00M,799,2,-,-,11.46,4.27,-,0.81,-1.53,34.70%,-368.30%,-169.30%,-,469.31M,2.17
SRPT,165.29,90.59,DOWN,10022141234,Health Care,-506.60M,835.20M,840,1.9,-,-,10.89,12.52,-,1.52,-5.87,84.70%,-68.00%,-17.90%,-60.70%,87.51M,1.09
SRRK,46.92,26.05,DOWN,513308061,Health Care,-125.40M,42.70M,145,2,-,-,9.76,0.97,-,0.15,-3.26,89.94%,-58.30%,-58.50%,-,51.64M,0.79
SRTS,3.86,7.21,UP,233587301,Health Care,25.10M,41.00M,37,2,5.06,-,3.04,2.79,28.28,0,1.51,32.00%,74.90%,15.80%,61.30%,16.50M,0.75
SSB,71.69,80.55,UP,6860826504,Finance,459.40M,1.24B,4929,2.3,14.2,1.18,5.39,1.32,27.04,0.08,6.22,85.60%,8.70%,18.10%,34.60%,75.46M,0.79
SSBI,11.91,15.49,UP,99676801,Finance,16.10M,45.60M,107,-,6.32,-,2.2,1.2,1.47,0.07,2.41,16.10%,18.30%,33.40%,33.60%,6.69M,0.53
SSKN,1.47,1.4,DOWN,28472898,Health Care,-5.80M,32.90M,115,1,-,-,0.77,1.29,-,0,-0.17,67.30%,-23.60%,-7.40%,-17.50%,34.72M,1.77
SSNC,70.81,82.22,UP,13170835897,Technology,693.60M,5.24B,24900,2,18.87,2.4,2.4,2.08,10.57,1.2,2.61,85.60%,13.10%,7.90%,15.20%,254.90M,1.44
SSNT,3,4.44,UP,19625542,Technology,-0.70M,42.30M,165,2,-,-,0.55,2.52,-,0.26,-0.15,11.30%,-8.00%,-0.80%,-1.80%,5.14M,1.49
SSP,15.1,19.66,UP,1186999264,Industrials,123.90M,2.34B,5600,2.6,7.53,0.75,0.35,0.54,5.67,1.92,1.38,77.20%,8.00%,8.40%,5.30%,83.27M,1.84
SSSS,13.47,12.85,DOWN,113334644,Finance,-,1.76M,9,1.2,0.45,-,62.85,0.26,-,-,8.67,20.13%,-,-,-,28.33M,-
SSTI,39.1,30.23,DOWN,460931896,Technology,-0.90M,69.70M,167,2,-,-,6.26,8.1,-,0,-0.09,58.90%,-2.00%,-12.20%,-1.20%,12.15M,1.39
SSYS,20.58,24.77,UP,969223518,Technology,-68.20M,656.10M,2039,2.8,-,-,1.34,0.94,-,0,-1.04,62.80%,-7.20%,-6.40%,-10.40%,66.57M,1.31
STAA,81.59,93.67,UP,3443868595,Health Care,33.60M,261.70M,692,1.7,85.17,2.84,10.23,9.28,112.97,0,0.68,98.40%,12.40%,10.20%,12.80%,47.89M,1.1
STAB,3.5,2.24,DOWN,7251411,Health Care,-104.30M,2.50M,46,-,-,-,2.31,-,-,-,-2.3,6.20%,-641.70%,-715.60%,-,49.67M,0.99
STAF,42.57,9.3,DOWN,6385444,Consumer Discretionary,-4.40M,207.20M,200,2,0.12,-,0.03,0.23,-,0.97,19.52,1.50%,-20.80%,38.60%,-2.10%,2.43M,1.01
STBA,24.64,31.45,UP,1478974224,Finance,-,326.59M,1160,2.8,36.3,3.63,4.38,1.21,-,0.06,1.01,63.10%,-,17.10%,-,39.08M,0.75
STCN,0.78,1.45,UP,83530790,Consumer Discretionary,-25.30M,286.20M,3120,-,-,-,0.29,-,-,-,-0.41,47.10%,254.10%,-3.80%,-11.80%,59.85M,0.48
STEL,25.3,28.88,UP,1742413080,Finance,34.50M,146.40M,506,3,24.34,-,11.89,1.66,294.99,0,1.41,22.40%,6.50%,22.50%,23.60%,52.30M,0.94
STEP,38.24,41.59,UP,1833294554,Finance,141.20M,987.80M,840,2.8,15.13,1.63,3.13,2.21,19.46,0.08,1.91,89.00%,18.40%,49.10%,14.30%,61.14M,-
STGW,2.38,8.6,UP,1009519743,Consumer Discretionary,19.40M,2.39B,9100,3,287.08,47.85,0.84,2.53,60.9,4.01,0.02,88.90%,6.20%,4.10%,0.80%,296.56M,0.96
STIM,10.64,4.19,DOWN,88094315,Health Care,-37.00M,59.30M,184,2.2,-,-,1.75,1.57,-,0.52,-1.4,72.00%,-46.10%,-22.90%,-62.40%,26.79M,1.98
STKL,11.19,6.83,DOWN,1210405370,Basic Materials,-4.80M,886.40M,1380,2,-,-,1.25,3.58,-,0.94,-0.04,62.50%,-0.60%,0.90%,-0.20%,107.62M,1.52
STKS,3.66,12.58,UP,245523496,Consumer Discretionary,25.40M,311.20M,243,1.7,6.71,5.59,0.53,2.37,21.03,0.34,0.75,39.80%,40.50%,42.00%,8.20%,32.60M,2.29
STLD,36.62,61.88,UP,16515124588,Industrials,4.32B,22.75B,10640,2.5,4.06,0.14,0.69,2.08,5.17,0.38,22.68,88.90%,59.90%,35.50%,19.00%,180.26M,1.47
STNE,82.67,17,DOWN,3221348465,Technology,-549.70M,1.74B,15485,2.7,-,-,1.75,1.32,5.23,0.54,-1.77,71.30%,-21.20%,11.30%,-31.60%,312.16M,2.14
STOK,58.07,24.07,DOWN,587347764,Health Care,-96.30M,6.20M,102,1.5,-,-,74.67,1.87,-,0,-2.56,-,-41.90%,-,-,39.26M,0.69
STRA,91.84,58.32,DOWN,1701326542,Consumer Discretionary,47.80M,1.07B,3742,2,39.6,2.64,1.81,1.13,71.96,0.09,1.98,-,2.80%,2.80%,4.40%,23.80M,0.49
STRL,17.88,26.22,UP,823564682,Industrials,-,1.68B,3000,2.5,18.49,1.68,0.59,3.34,-,-,1.76,84.87%,-,-,-,30.23M,-
STRM,1.6,1.42,DOWN,100284129,Technology,-10.40M,23.50M,134,2,-,-,3.53,2.85,-,0.35,-0.22,23.70%,-32.60%,-19.50%,-44.30%,47.23M,1.09
STRO,20.73,15.06,DOWN,386516352,Health Care,-134.10M,53.20M,242,1.8,-,-,6.81,1.65,-,0.11,-2.89,92.40%,-55.60%,-35.50%,-,52.16M,1
STRR,3.09,3.04,DOWN,15383798,Health Care,-13.70M,114.20M,458,2,-,-,0.15,0.4,5.74,0.3,-1.9,4.30%,-52.80%,-24.20%,-12.00%,15.38M,0.49
STRS,24.16,35.6,UP,241993089,Real Estate,59.00M,25.50M,48,-,3.82,-,9.02,0.86,-,0.44,7.09,50.60%,-,27.40%,-,8.27M,1.03
STRT,47.75,36.69,DOWN,98652765,Consumer Discretionary,7.10M,472.30M,3373,-,16.82,1.12,0.22,0.62,11.03,0.06,1.8,81.50%,5.10%,4.20%,2.00%,3.88M,1.05
STSA,4.57,4.85,UP,164886713,Health Care,-60.70M,-,25,2.2,-,-,-,1.86,-,0,-1.92,72.80%,-64.50%,-,-,31.55M,-
STTK,45.05,8.64,DOWN,111888514,Health Care,-61.50M,32.00M,85,1.8,-,-,2.64,0.4,-,0,-1.45,51.10%,-24.50%,-16.70%,-,42.38M,-
STX,60.08,113.78,UP,10335105412,Technology,1.15B,10.58B,40000,-,9.75,-,0.96,99.2,11.17,51.8,5.19,87.90%,447.80%,33.40%,17.50%,214.00M,1.12
SUMO,26.51,13.91,DOWN,918145353,Technology,-135.00M,271.00M,943,2.4,-,-,2.96,2,-,0,-1.19,71.10%,-32.90%,-29.40%,-49.80%,116.61M,-
SUNW,4.7,3.14,DOWN,37581522,Technology,-35.70M,130.50M,495,2.5,-,-,0.5,0.94,-,0.01,-1.22,12.90%,-49.80%,-35.80%,-27.40%,32.91M,1.68
SUPN,25.14,30.03,UP,1839167073,Health Care,57.50M,630.10M,575,2,33.11,19.59,2.77,2.07,14.64,0.48,0.99,-,7.00%,5.50%,9.10%,53.43M,0.94
SURF,9.13,4.86,DOWN,50082113,Health Care,-63.00M,30.50M,67,1.5,-,-,1.7,0.42,-,0.2,-1.29,55.70%,-48.20%,-52.80%,-,60.54M,1.71
SURG,5.62,2.15,DOWN,69073325,Technology,-10.70M,77.80M,24,2,-,-,0.89,33.76,-,6.33,-1.5,7.40%,-,-,-13.70%,12.27M,1.78
SVRA,1.17,1.3,UP,143693729,Health Care,-39.30M,-,22,1.6,-,-,-,1.34,-,0.2,-0.27,68.10%,-27.90%,-,-,152.77M,0.64
SWAV,102.06,179.66,UP,10508684940,Health Care,55.00M,363.70M,657,1.9,172.14,-,25.29,29.94,190.07,0.06,1.48,96.10%,21.20%,-0.50%,15.10%,35.83M,1.03
SWBI,18.18,17.73,DOWN,519541177,Consumer Discretionary,120.90M,673.90M,1715,2.3,4.27,0.28,0.73,1.39,-,0.11,2.55,60.30%,34.70%,48.50%,17.90%,45.74M,1.03
SWIR,14.36,17.38,UP,1157921408,Technology,-53.20M,593.30M,1007,2.4,-,-,1.9,3.99,-,0.2,-1.43,66.60%,-18.00%,-28.00%,-8.50%,38.77M,1.33
SWKS,150.72,155.8,UP,13849663588,Technology,1.30B,5.39B,11000,2.5,10.87,1.13,2.53,2.6,22.41,0.41,7.87,78.00%,24.60%,20.10%,24.10%,160.90M,1.18
SWTX,68.97,62.33,DOWN,1512601961,Health Care,-228.00M,-,207,2,-,-,-,3.28,-,0.02,-4.67,96.40%,-57.30%,-,-,62.40M,-
SXTC,31.33,14.06,DOWN,11386354,Health Care,-5.70M,2.60M,88,-,-,-,0.73,0.04,6.36,0.12,-6.01,4.80%,-35.50%,-30.00%,-,3.61M,0.57
SY,10.72,3.24,DOWN,53979207,Technology,-16.40M,204.10M,2085,1.7,-,-,0.26,0.17,-,0,-0.15,67.50%,-4.90%,-2.90%,-8.10%,107.52M,0.64
SYBT,40.57,63.4,UP,2291403120,Finance,87.70M,224.00M,820,3,23.84,2.38,9.64,2.87,50.12,0.03,3.09,51.50%,8.40%,22.40%,26.70%,29.13M,0.71
SYBX,2.2,2.39,UP,59596832,Health Care,-62.60M,1.90M,84,1.4,-,-,25.51,0.42,-,0,-0.94,58.70%,-44.90%,-41.30%,-,72.11M,1.13
SYNA,97.4,287.7,UP,3557446464,Technology,257.50M,1.74B,1775,2.2,13.94,0.93,2,2.76,8.04,0.78,6.33,99.30%,22.90%,12.40%,14.80%,39.60M,1.42
SYNH,67.36,102.83,UP,5167039611,Health Care,278.10M,5.42B,26751,2,11.19,1.24,0.56,0.92,9.43,0.87,2.67,99.40%,8.30%,4.90%,5.10%,102.60M,1.75
SYPR,1.46,2.33,UP,44821393,Consumer Discretionary,0.30M,106.70M,684,3,153.08,19.13,0.41,2.21,-,0.59,0.01,9.20%,1.80%,14.10%,0.30%,21.72M,1.26
SYRS,107.3,33,DOWN,97538556,Health Care,-109.50M,25.20M,124,1.8,-,-,1.02,0.73,-,1.32,-17.31,60.90%,-153.60%,-79.00%,-,6.38M,1.48
SYTA,10.9,3.08,DOWN,2331649,Industrials,-18.80M,5.00M,27,-,-,-,0.75,0.15,-,0.24,-2.73,6.10%,-251.70%,-,-,33.69M,1.46
TA,30.03,51.77,UP,949517533,Energy,112.00M,9.35B,14250,2,6.54,1.31,0.08,0.93,-,0.72,7.8,68.90%,-,8.30%,-,14.38M,1.75
TACT,7.2,10.35,UP,41125542,Technology,-6.50M,44.10M,118,1.7,-,-,0.86,1.23,-,0,-0.66,56.10%,-17.90%,-13.50%,-14.90%,9.91M,1.78
TAIT,3.13,4.02,UP,24457819,Technology,3.70M,9.10M,14,-,6.31,-,2.68,1.46,-,0,0.63,15.60%,24.60%,11.80%,41.10%,5.94M,1.07
TALK,10.95,1.97,DOWN,105604578,Health Care,-62.90M,115.50M,496,2.4,-,-,1.07,0.74,-,0,-0.41,67.40%,-34.40%,-48.90%,-54.50%,155.71M,-
TANH,13.3,4.75,DOWN,3648660,Industrials,-8.40M,55.30M,51,-,-,-,0.75,0.09,-,0.1,-2.15,19.90%,-8.30%,-8.70%,-15.10%,18.07M,0.1
TAOP,2.81,1.95,DOWN,9588335,Technology,2.20M,29.00M,58,2,4.3,0.19,0.33,0.57,-,0.43,0.14,0.40%,21.10%,-32.20%,7.50%,15.32M,0.76
TARA,23.86,6.54,DOWN,34592011,Health Care,-40.30M,-,31,1.5,-,-,-,0.19,-,0,-3.58,57.30%,-25.60%,-,-,11.26M,0.99
TARS,41.81,24,DOWN,494647874,Health Care,-56.50M,17.40M,46,1.3,-,-,28,1.95,-,0.09,-2.69,74.70%,-31.60%,-7.30%,-,24.33M,-
TAST,6.01,2.91,DOWN,90777655,Consumer Discretionary,-74.00M,1.68B,25500,2,-,-,0.05,0.49,7.38,2.9,-1.47,27.20%,-36.30%,-2.10%,-4.40%,50.80M,2.29
TATT,4.65,6.35,UP,57051625,Industrials,-3.30M,78.80M,413,-,-,-,0.73,0.75,-,0.28,-0.37,66.50%,-4.40%,-3.80%,-4.30%,8.89M,0.65
TAYD,10.35,10.92,UP,44618850,Industrials,3.10M,32.60M,98,-,15.1,-,1.4,1.04,32.53,0,0.87,19.90%,7.20%,5.00%,9.40%,3.50M,0.74
TBBK,13.55,25.3,UP,1582455543,Finance,114.60M,225.70M,650,2,14.8,1.23,7.08,2.52,-,0.82,1.97,93.90%,17.60%,21.60%,50.80%,56.80M,1.48
