"Symbol","Start","End","Label","Market.Cap","Sector","Income","Sales","Employees","Recom.Analyst.Rating..1.buy.5.sell.","price.to.earnings","Price.Earnings.to.Growth","Price.to.Sales.Ratio","Price.to.Book","Price.to.free.cash.flow","debt.to.equity","EPS..ttm.","Inst.Own","ROE","ROI","Profit.Margin","Shs.Outstand","Beta"
"STRT",47.75,36.69,"DOWN",98652765,"Consumer Discretionary",7100000,472300000,3373,"-",16.82,1.12,0.22,0.62,11.03,0.06,1.8,0.815,0.051,0.042,0.02,3880000,1.05
"STSA",4.57,4.85,"UP",164886713,"Health Care",-60700000,NA,25,"2.2",NA,NA,NA,1.86,NA,0,-1.92,0.728,-0.645,NA,NA,31550000,NA
"STTK",45.05,8.64,"DOWN",111888514,"Health Care",-61500000,3.2e+07,85,"1.8",NA,NA,2.64,0.4,NA,0,-1.45,0.511,-0.245,-0.167,NA,42380000,NA
"STX",60.08,113.78,"UP",10335105412,"Technology",1.15e+09,1.058e+10,40000,"-",9.75,NA,0.96,99.2,11.17,51.8,5.19,0.879,4.478,0.334,0.175,2.14e+08,1.12
"SUMO",26.51,13.91,"DOWN",918145353,"Technology",-1.35e+08,2.71e+08,943,"2.4",NA,NA,2.96,2,NA,0,-1.19,0.711,-0.329,-0.294,-0.498,116610000,NA
"SUNW",4.7,3.14,"DOWN",37581522,"Technology",-35700000,130500000,495,"2.5",NA,NA,0.5,0.94,NA,0.01,-1.22,0.129,-0.498,-0.358,-0.274,32910000,1.68
"SUPN",25.14,30.03,"UP",1839167073,"Health Care",57500000,630100000,575,"2",33.11,19.59,2.77,2.07,14.64,0.48,0.99,NA,0.07,0.055,0.091,53430000,0.94
"SURF",9.13,4.86,"DOWN",50082113,"Health Care",-6.3e+07,30500000,67,"1.5",NA,NA,1.7,0.42,NA,0.2,-1.29,0.557,-0.482,-0.528,NA,60540000,1.71
"SURG",5.62,2.15,"DOWN",69073325,"Technology",-10700000,77800000,24,"2",NA,NA,0.89,33.76,NA,6.33,-1.5,0.074,NA,NA,-0.137,12270000,1.78
"SVRA",1.17,1.3,"UP",143693729,"Health Care",-39300000,NA,22,"1.6",NA,NA,NA,1.34,NA,0.2,-0.27,0.681,-0.279,NA,NA,152770000,0.64
"SWAV",102.06,179.66,"UP",10508684940,"Health Care",5.5e+07,363700000,657,"1.9",172.14,NA,25.29,29.94,190.07,0.06,1.48,0.961,0.212,-0.005,0.151,35830000,1.03
"SWBI",18.18,17.73,"DOWN",519541177,"Consumer Discretionary",120900000,673900000,1715,"2.3",4.27,0.28,0.73,1.39,NA,0.11,2.55,0.603,0.347,0.485,0.179,45740000,1.03
"SWIR",14.36,17.38,"UP",1157921408,"Technology",-53200000,593300000,1007,"2.4",NA,NA,1.9,3.99,NA,0.2,-1.43,0.666,-0.18,-0.28,-0.085,38770000,1.33
"SWKS",150.72,155.8,"UP",13849663588,"Technology",1.3e+09,5.39e+09,11000,"2.5",10.87,1.13,2.53,2.6,22.41,0.41,7.87,0.78,0.246,0.201,0.241,160900000,1.18
"SWTX",68.97,62.33,"DOWN",1512601961,"Health Care",-2.28e+08,NA,207,"2",NA,NA,NA,3.28,NA,0.02,-4.67,0.964,-0.573,NA,NA,62400000,NA
"SXTC",31.33,14.06,"DOWN",11386354,"Health Care",-5700000,2600000,88,"-",NA,NA,0.73,0.04,6.36,0.12,-6.01,0.048,-0.355,-0.3,NA,3610000,0.57
"SY",10.72,3.24,"DOWN",53979207,"Technology",-16400000,204100000,2085,"1.7",NA,NA,0.26,0.17,NA,0,-0.15,0.675,-0.049,-0.029,-0.081,107520000,0.64
"SYBT",40.57,63.4,"UP",2291403120,"Finance",87700000,2.24e+08,820,"3",23.84,2.38,9.64,2.87,50.12,0.03,3.09,0.515,0.084,0.224,0.267,29130000,0.71
"SYBX",2.2,2.39,"UP",59596832,"Health Care",-62600000,1900000,84,"1.4",NA,NA,25.51,0.42,NA,0,-0.94,0.587,-0.449,-0.413,NA,72110000,1.13
"SYNA",97.4,287.7,"UP",3557446464,"Technology",257500000,1.74e+09,1775,"2.2",13.94,0.93,2,2.76,8.04,0.78,6.33,0.993,0.229,0.124,0.148,39600000,1.42
"SYNH",67.36,102.83,"UP",5167039611,"Health Care",278100000,5.42e+09,26751,"2",11.19,1.24,0.56,0.92,9.43,0.87,2.67,0.994,0.083,0.049,0.051,102600000,1.75
"SYPR",1.46,2.33,"UP",44821393,"Consumer Discretionary",3e+05,106700000,684,"3",153.08,19.13,0.41,2.21,NA,0.59,0.01,0.092,0.018,0.141,0.003,21720000,1.26
"SYRS",107.3,33,"DOWN",97538556,"Health Care",-109500000,25200000,124,"1.8",NA,NA,1.02,0.73,NA,1.32,-17.31,0.609,-1.536,-0.79,NA,6380000,1.48
"SYTA",10.9,3.08,"DOWN",2331649,"Industrials",-18800000,5e+06,27,"-",NA,NA,0.75,0.15,NA,0.24,-2.73,0.061,-2.517,NA,NA,33690000,1.46
"TA",30.03,51.77,"UP",949517533,"Energy",1.12e+08,9.35e+09,14250,"2",6.54,1.31,0.08,0.93,NA,0.72,7.8,0.689,NA,0.083,NA,14380000,1.75
"TACT",7.2,10.35,"UP",41125542,"Technology",-6500000,44100000,118,"1.7",NA,NA,0.86,1.23,NA,0,-0.66,0.561,-0.179,-0.135,-0.149,9910000,1.78
"TAIT",3.13,4.02,"UP",24457819,"Technology",3700000,9100000,14,"-",6.31,NA,2.68,1.46,NA,0,0.63,0.156,0.246,0.118,0.411,5940000,1.07
"TALK",10.95,1.97,"DOWN",105604578,"Health Care",-62900000,115500000,496,"2.4",NA,NA,1.07,0.74,NA,0,-0.41,0.674,-0.344,-0.489,-0.545,155710000,NA
"TANH",13.3,4.75,"DOWN",3648660,"Industrials",-8400000,55300000,51,"-",NA,NA,0.75,0.09,NA,0.1,-2.15,0.199,-0.083,-0.087,-0.151,18070000,0.1
"TAOP",2.81,1.95,"DOWN",9588335,"Technology",2200000,2.9e+07,58,"2",4.3,0.19,0.33,0.57,NA,0.43,0.14,0.004,0.211,-0.322,0.075,15320000,0.76
"TARA",23.86,6.54,"DOWN",34592011,"Health Care",-40300000,NA,31,"1.5",NA,NA,NA,0.19,NA,0,-3.58,0.573,-0.256,NA,NA,11260000,0.99
"TARS",41.81,24,"DOWN",494647874,"Health Care",-56500000,17400000,46,"1.3",NA,NA,28,1.95,NA,0.09,-2.69,0.747,-0.316,-0.073,NA,24330000,NA
"TAST",6.01,2.91,"DOWN",90777655,"Consumer Discretionary",-7.4e+07,1.68e+09,25500,"2",NA,NA,0.05,0.49,7.38,2.9,-1.47,0.272,-0.363,-0.021,-0.044,50800000,2.29
"TATT",4.65,6.35,"UP",57051625,"Industrials",-3300000,78800000,413,"-",NA,NA,0.73,0.75,NA,0.28,-0.37,0.665,-0.044,-0.038,-0.043,8890000,0.65
"TAYD",10.35,10.92,"UP",44618850,"Industrials",3100000,32600000,98,"-",15.1,NA,1.4,1.04,32.53,0,0.87,0.199,0.072,0.05,0.094,3500000,0.74
"TBBK",13.55,25.3,"UP",1582455543,"Finance",114600000,225700000,650,"2",14.8,1.23,7.08,2.52,NA,0.82,1.97,0.939,0.176,0.216,0.508,56800000,1.48
"TBK",49.11,118.95,"UP",1277521851,"Finance",108200000,420700000,1355,"2.4",12.71,1.06,3.18,1.57,13.61,0,4.31,0.869,0.13,0.349,0.257,24230000,1.13
"TBLA",11.65,7.82,"DOWN",424800038,"Consumer Discretionary",16700000,1.44e+09,1800,"2",22.5,NA,0.26,0.5,14.53,0.36,0.07,0.508,0.022,-0.034,0.012,250780000,NA
"TBLT",127.49,57.09,"DOWN",26020074,"Consumer Discretionary",-48300000,7.7e+07,185,"2",NA,NA,0.28,0.06,NA,0,-51.96,0.026,-0.879,-0.679,-0.627,12330000,2.99
"TBNK",23.84,25.2,"UP",188207269,"Finance",1.7e+07,60300000,260,"2.7",10.99,2.75,3.14,0.72,NA,0,1.88,0.453,0.067,0.192,0.282,8880000,0.56
"TBPH",17.53,10.98,"DOWN",661813951,"Health Care",-101500000,52400000,158,"2.7",NA,NA,13.89,NA,NA,NA,-1.36,0.994,0.298,-0.928,NA,76270000,0.52
"TC",3.29,2.83,"DOWN",167594387,"Consumer Discretionary",-18600000,3.2e+07,621,"3",NA,NA,4.61,8.88,NA,0.03,-0.95,0.005,-0.644,-0.554,-0.581,19320000,0.36
"TCBI",58.68,60.17,"UP",3006926455,"Finance",163100000,976500000,1751,"2.5",18.06,2.26,2.99,1.11,9.33,0.36,3.2,NA,0.059,0.178,0.167,49890000,1.37
"TCBK",35,42.68,"UP",1935933537,"Finance",117300000,323500000,1094,"1.8",15.26,2.18,5.79,1.8,20.24,0.1,3.67,0.617,0.101,0.219,0.323,33560000,0.61
"TCDA",7.17,9.27,"UP",18370730,"Health Care",-147800000,NA,57,"2.2",NA,NA,NA,NA,NA,NA,-2.72,0.89,2.965,NA,NA,57830000,0.15
"TCFC",25.92,39.5,"UP",213350231,"Finance",27500000,75200000,186,"3",8.09,0.81,2.91,1.19,7.52,0.17,4.83,0.377,0.131,0.238,0.344,5650000,0.76
"TCMD",46.17,19.23,"DOWN",146762870,"Health Care",-31100000,221800000,988,"1.2",NA,NA,0.78,1.42,96.28,0.44,-1.56,0.878,-0.254,-0.062,-0.14,20020000,1.34
"TCOM",33.5,24.76,"DOWN",14484396289,"Consumer Discretionary",-356500000,2.49e+09,33732,"3",NA,NA,5.77,1.08,NA,0.49,-0.56,0.545,-0.024,-0.011,-0.143,647870000,0.45
"TCON",10.56,2.76,"DOWN",34060659,"Health Care",-30400000,0,19,"1.6",NA,NA,NA,10.92,NA,0,-1.56,0.477,-3.383,-2.164,NA,20270000,1.33
"TCRR",30.1,4.79,"DOWN",60226021,"Health Care",-114700000,NA,139,"2.2",NA,NA,NA,0.22,NA,0,-2.99,0.684,-0.429,NA,NA,38570000,1.76
"TCRT",2.82,1.12,"DOWN",252932989,"Health Care",-54200000,4e+05,41,"2.3",NA,NA,505.29,4.96,NA,0.61,-0.25,0.363,-1.004,-0.942,NA,2.15e+08,0.18
"TCX",73.17,83.07,"UP",482913169,"Technology",-6700000,322600000,1000,"2",NA,NA,1.09,3.06,NA,1.99,-0.63,0.902,-0.059,-0.038,-0.021,10770000,0.88
"TEAM",231.56,385.36,"UP",51911255221,"Technology",-614100000,2.8e+09,8813,"1.9",NA,NA,11.76,92.64,40.22,3.92,-2.43,0.921,-3.342,-0.095,-0.219,254480000,0.91
"TECH",314.62,508.8,"UP",11592447070,"Health Care",271900000,1.11e+09,3000,"1.9",47.28,4.31,10.64,7.21,46.71,0.15,6.62,0.957,0.133,0.132,0.204,39200000,1.25
"TEDU",14.65,1.69,"DOWN",51352365,"Consumer Discretionary",-27500000,348300000,11833,"5",NA,NA,0.63,NA,NA,NA,-2.42,0.012,0.133,0.311,-0.079,11250000,-0.21
"TELA",15.32,12.22,"DOWN",171268586,"Health Care",-40500000,34700000,123,"1.6",NA,NA,3.68,NA,NA,NA,-2.79,0.802,-2.875,-0.571,NA,19160000,NA
"TENB",52.24,56.04,"UP",4539876390,"Technology",-81800000,647600000,1617,"1.8",NA,NA,6.14,14.96,38.03,1.41,-0.74,0.906,-0.348,-0.065,-0.126,111940000,1.35
"TENX",1.83,1.06,"DOWN",3924406,"Health Care",-13100000,NA,8,"2",NA,NA,NA,0.31,NA,0.01,-0.52,0.275,-2.637,NA,NA,25210000,1.96
"TER",119.19,163.72,"UP",12759677027,"Industrials",767200000,3.31e+09,5900,"2.3",19.02,80.92,3.96,5.85,15.16,0.03,4.44,NA,0.393,0.384,0.294,159560000,1.5
"TESS",6.62,6.39,"DOWN",44842028,"Telecommunications",8e+05,436700000,530,"1",53.22,5.32,0.1,0.57,NA,0.77,0.09,0.524,0.009,-0.02,0.002,9150000,0.95
"TFFP",14.08,9.03,"DOWN",64713686,"Health Care",-35900000,2e+05,4,"2",NA,NA,168.08,1.52,NA,0,-1.41,0.174,-1.01,NA,NA,25370000,NA
"TFSL",17.69,17.92,"UP",3944993338,"Finance",63500000,375100000,1005,"2.5",59.52,NA,10.18,2.08,178.43,0,0.23,0.9,0.036,0.128,0.169,280580000,0.55
"TGTX",51,19.35,"DOWN",836052146,"Health Care",-288500000,7e+06,173,"2.2",NA,NA,99.24,5.37,NA,0.53,-2.17,0.741,-1.361,-1.13,NA,134780000,2.12
"TH",1.62,3.56,"UP",1207581584,"Consumer Discretionary",32800000,360800000,823,"1.3",35.95,2.4,3.21,9.49,44.42,2.85,0.34,0.914,0.317,0.082,0.091,97080000,2.35
"THCA",10.91,10.19,"DOWN",76645362,"Industrials",1300000,NA,2,"-",96.48,NA,NA,3.23,NA,0.11,0.11,0.194,0.019,NA,NA,7390000,NA
"THFF",38.58,45.16,"UP",584870203,"Finance",6.2e+07,169900000,883,"3",9.62,NA,3.42,1.28,13.95,0,5.02,0.749,0.113,0.22,0.359,12250000,0.61
"THMO",2.19,1.05,"DOWN",3088286,"Industrials",-9e+06,11300000,39,"-",NA,NA,0.38,0.21,NA,1.02,-0.73,0.017,-1.982,NA,-0.801,4.6e+07,2.23
"THRM",63.46,86.56,"UP",1940467826,"Consumer Discretionary",54600000,1.02e+09,10474,"2",41.35,1.65,2.14,3.46,41.77,0.06,1.63,NA,0.084,0.137,0.053,33120000,1.26
"THRY",13.78,41.51,"UP",709422388,"Industrials",132200000,1.18e+09,2630,"1.6",5.08,NA,0.52,1.51,4.94,1.31,3.57,0.931,0.381,0.179,0.112,34440000,NA
"THTX",2.5,3.03,"UP",187429029,"Health Care",NA,77390000,87,"2.5",NA,NA,2.27,NA,NA,NA,-0.37,0.2684,NA,NA,NA,95140000,NA
"TIGO",27.28,20.04,"DOWN",1866118800,"Telecommunications",6.88e+08,5.29e+09,20687,"2.8",1.83,NA,0.39,0.61,4.91,0,6.84,0.154,NA,0.035,NA,172100000,0.93
"TIGR",8.66,4.94,"DOWN",571858543,"Finance",8400000,229100000,1134,"2",80.64,NA,2.53,1.32,NA,0.35,0.05,0.056,0.019,0.022,0.037,152920000,1.09
"TIPT",4.94,13.56,"UP",448039856,"Finance",-21800000,1.27e+09,1472,"-",NA,NA,0.35,1.12,1.32,0.71,-0.62,0.334,-0.057,0.057,-0.017,35230000,1.11
"TLRY",9,7.28,"DOWN",1860429411,"Health Care",-508600000,613600000,1800,"3",NA,NA,3.84,0.46,NA,0.14,-0.97,0.116,-0.113,-0.121,-0.829,611400000,2.66
"TLS",33.27,15.65,"DOWN",719875514,"Technology",-36900000,240100000,849,"1.7",NA,NA,0.98,1.34,14.78,0.08,-0.55,0.627,-0.211,-0.213,-0.154,67880000,NA
"TLSA",5.11,0.96,"DOWN",70568104,"Health Care",-23400000,NA,14,"2",NA,NA,NA,1.48,NA,0,-0.24,0.052,-0.736,NA,NA,97930000,0.62
"TMDX",19,19.45,"UP",1536504043,"Health Care",-47700000,51400000,148,"1.8",NA,NA,32.03,28.53,NA,0.7,-1.71,0.821,-0.742,-0.383,-0.928,31760000,1.55
"TMUS",132.43,116.51,"DOWN",187861053463,"Telecommunications",1.53e+09,8.008e+10,75000,"1.9",121.74,2.17,2.3,2.66,95.42,1.15,1.22,0.432,0.022,0.044,0.019,1.25e+09,0.54
"TNDM",93.49,151.88,"UP",3613727599,"Health Care",-13200000,765800000,2000,"2.1",NA,NA,3.03,5.13,45.54,0.63,-0.21,0.99,-0.031,0.031,-0.017,64080000,0.98
"TNGX",11.37,10.86,"DOWN",713785094,"Health Care",-91700000,2.4e+07,103,"1.5",NA,NA,28.59,2.23,NA,0,-1.1,0.805,-0.276,-0.17,NA,87840000,NA
"TNXP",22.88,11.64,"DOWN",25975204,"Health Care",-101900000,NA,73,"2",NA,NA,NA,0.04,NA,0,-6.55,0.084,-0.459,NA,NA,55750000,1.67
"TOI",10.87,9.09,"DOWN",336653487,"Health Care",-1900000,220700000,605,"1",NA,NA,1.11,1.82,NA,0,-0.03,0.73,-0.025,-0.385,-0.009,7.3e+07,NA
"TOPS",24.6,17.35,"DOWN",185218670,"Consumer Discretionary",-8500000,69900000,1,"3",NA,NA,0.13,0.08,NA,2.76,-3.83,0.048,-0.082,-0.008,-0.121,3540000,0.46
"TOWN",23.12,31.45,"UP",2388250753,"Finance",182500000,475500000,2617,"3",12.66,NA,4.82,1.25,4.46,0.27,2.51,0.578,0.102,0.17,0.404,72560000,1.03
"TPIC",56.31,14.69,"DOWN",367650126,"Technology",-1.74e+08,1.71e+09,14000,"2.6",NA,NA,0.21,3.61,NA,0.54,-4.41,0.92,-1.365,-0.633,-0.102,41970000,1.61
"TPST",30.9,5.46,"DOWN",20108392,"Health Care",-33500000,NA,17,"1.5",NA,NA,NA,0.48,NA,0.44,-4.3,0.722,-0.932,NA,NA,11570000,0.51
"TREE",273.6,121.91,"DOWN",322462693,"Finance",25200000,1.1e+09,1407,"1.8",12.32,NA,0.26,0.81,4.16,2.33,1.81,0.824,0.063,-0.003,0.022,12720000,1.71
"TRHC",41.88,14.73,"DOWN",99097657,"Health Care",-71600000,3.12e+08,1602,"2.4",NA,NA,0.27,NA,4.1,NA,-3.03,0.716,-3.049,-0.173,-0.373,23960000,1.66
"TRIB",3.61,1.43,"DOWN",44204781,"Health Care",-1.3e+07,86100000,477,"-",NA,NA,0.31,NA,16.43,NA,-0.62,0.349,8.271,0.069,-0.151,20900000,1.33
"TRMB",66.29,87.5,"UP",14884210822,"Industrials",517600000,3.76e+09,11931,"2.1",26.4,2.64,3.57,3.46,28.59,0.33,2.05,0.96,0.132,0.091,0.138,249200000,1.57
"TRMD",7.34,7.99,"UP",2220303094,"Consumer Discretionary",NA,892530000,439,"-",24.55,NA,2.6,1.89,NA,NA,1.15,0.7613,NA,NA,NA,82130000,NA
"TRMK",27.04,32.48,"UP",2234759006,"Finance",132200000,471700000,2692,"3",17.19,2.46,4.75,1.43,9.16,0.12,2.14,0.686,0.074,0.215,0.264,61380000,0.87
"TRNS",34.17,93.4,"UP",631505098,"Technology",10800000,211800000,918,"1.8",52.97,2.12,3.07,6.31,87.78,0.58,1.42,0.897,0.134,0.092,0.054,7540000,0.77
"TROO",1.45,5.33,"UP",191512226,"Technology",-8400000,3700000,19,"-",NA,NA,54.44,3.21,16.93,0,-0.08,0.003,-0.099,-0.139,NA,101780000,1.57
"TROW",147.69,198.14,"UP",23963937380,"Finance",1.98e+09,6.93e+09,7529,"3.5",12.3,NA,3.44,2.71,15.49,0,8.71,0.797,0.221,0.312,0.286,225300000,1.26
"TRST",33.2,33.18,"DOWN",710258560,"Finance",70600000,176300000,844,"3",10.01,2,4.02,1.19,25.11,0,3.68,0.677,0.109,0.242,0.366,19150000,0.96
"TRUE",4.33,3.4,"DOWN",163127045,"Technology",-46300000,186600000,428,"2.7",NA,NA,0.74,0.53,NA,0,-0.49,0.945,-0.145,-0.102,-0.247,91020000,1.24
"TRUP",114.44,130.73,"UP",2049532552,"Health Care",-36300000,801500000,1131,"2.1",NA,NA,2.49,6.11,NA,0.17,-0.9,0.998,-0.111,-0.106,-0.045,40740000,1.79
"TRVG",2.27,2.07,"DOWN",357799322,"Technology",-49200000,468600000,809,"3.1",NA,NA,0.82,0.72,4.34,0,-0.14,0.373,NA,-0.004,NA,360610000,1.48
"TRVI",2.65,0.76,"DOWN",120027740,"Health Care",-31200000,NA,24,"1.5",NA,NA,NA,1.27,NA,0.2,-1.06,0.644,-1.253,NA,NA,58320000,0.76
"TRVN",2.11,0.6,"DOWN",30550503,"Health Care",-59100000,2e+05,43,"2.2",NA,NA,104.55,0.56,NA,0.38,-0.36,0.125,-1.038,-0.804,NA,173680000,1.86
"TSBK",24.3,27.69,"UP",247573437,"Finance",22600000,55300000,276,"-",12.54,0.96,4.91,1.3,13.32,0,2.68,0.558,0.113,0.218,0.432,8280000,0.93
"TSCO",139.71,236.72,"UP",24412249354,"Consumer Discretionary",1.04e+09,1.352e+10,22000,"2.1",22.09,2.1,1.66,11.86,227.68,0.54,9.21,0.88,0.519,0.338,0.074,111590000,0.91
"TSEM",26,39.19,"UP",4697644766,"Technology",175700000,1.58e+09,5887,"-",25.07,1.67,2.75,2.59,24.55,0.17,1.59,0.602,0.124,0.086,0.128,109280000,0.95
"TSHA",26.17,11.74,"DOWN",82452949,"Health Care",-185600000,NA,178,"1.6",NA,NA,NA,2.33,NA,0,-4.83,0.266,-2.325,NA,NA,40140000,NA
"TSLA",243.26,356.78,"UP",719478106742,"Consumer Discretionary",1.119e+10,7.486e+10,99290,"2.3",54.71,1.14,7.48,14.02,34.96,0.09,3.25,0.439,0.318,0.157,0.149,3.15e+09,1.97
"TSRI",6.49,9.07,"UP",15246755,"Technology",1e+06,100600000,632,"-",15.46,NA,0.15,1.04,NA,0,0.47,0.152,0.073,0.487,0.01,2150000,0.9
"TTCF",23.53,15.63,"DOWN",121454696,"Consumer Staples",-69800000,2.4e+08,600,"3",NA,NA,1.44,1.92,NA,0.05,-0.85,0.168,-0.341,-0.379,-0.291,82280000,0.61
"TTD",77.34,94.27,"UP",25901959368,"Technology",33800000,1.39e+09,1967,"2.00",604.39,37.77,14.06,10.9,40.51,0,0.07,0.772,0.022,0.092,0.024,486310000,1.74
"TTEC",72.01,92.21,"UP",2096089057,"Technology",101800000,2.37e+09,59000,"2.00",18.64,2.44,0.8,3.52,20.71,0,2.15,0.391,0.196,0.127,0.043,47050000,0.96
"TTEK",114.17,168.87,"UP",7483548244,"Consumer Discretionary",263100000,2.81e+09,21000,"2.20",28.69,5.86,2.62,6.16,24.71,0.22,4.84,0.935,0.214,0.169,0.094,53510000,0.91
"TTGT",59.25,96.95,"UP",1911044300,"Technology",13600000,293800000,1000,"2.00",154.07,9.39,5.06,6.29,17.96,0,0.33,0.996,0.06,0.036,0.046,29570000,0.99
"TTMI",13.75,14.82,"UP",1572769646,"Technology",74400000,2.36e+09,16100,"2.00",19.34,0.97,0.59,0.94,13.05,0.64,0.71,0.981,0.051,0.04,0.031,101270000,1.47
"TTNP",3.23,1.06,"DOWN",15360678,"Health Care",-9500000,7e+05,11,"3.00",NA,NA,19.87,2.31,NA,0,-0.87,0.124,-1.445,-1.705,NA,13690000,1.09
"TTOO",66.5,25.25,"DOWN",13018697,"Health Care",-60600000,27600000,182,"3.00",NA,NA,0.45,NA,NA,NA,-17.82,0.056,3.088,-1.231,NA,7050000,0.2
"TTSH",4.19,7.07,"UP",205893199,"Consumer Discretionary",14400000,392500000,1247,"2.00",13.56,0.68,0.5,1.46,NA,0.04,0.28,0.419,0.108,0.121,0.037,50890000,1.51
"TTWO",201.85,180.83,"DOWN",19814642752,"Technology",161800000,3.79e+09,7799,"2.00",62.06,2.1,4.21,1.33,166.77,0.34,1.52,0.912,0.031,0.112,0.043,166690000,0.79
"TURN",6.49,7.29,"UP",58093392,"Finance",-24100000,2400000,7,"-",NA,NA,23.56,0.65,NA,0,-2.33,0.242,-0.239,-0.032,NA,10370000,0.86
"TUSK",4.38,1.82,"DOWN",283873620,"Industrials",-18700000,316400000,783,"3.00",NA,NA,0.82,0.55,NA,0.21,-0.4,0.74,-0.041,-0.189,-0.059,47310000,2.03
"TVTX",27,30.31,"UP",1407713357,"Health Care",-264200000,213400000,310,"1.80",NA,NA,5.93,12.96,NA,3.72,-4.18,NA,-1.377,-0.307,NA,64030000,0.52
"TW",62.24,100.14,"UP",11473866627,"Finance",269200000,1.17e+09,1046,"2.20",43.63,3.21,11.16,2.38,34.67,0,1.29,0.958,0.064,0.056,0.259,205720000,0.94
"TWIN",7.65,10.93,"UP",185621683,"Industrials",8100000,242900000,761,"2.00",16.85,2.11,0.58,1.04,NA,0.32,0.6,0.594,0.063,0.053,0.033,13390000,1.21
"TWNK",14.45,20.32,"UP",3604202282,"Consumer Staples",127800000,1.26e+09,2600,"1.90",30.52,2.34,3.14,2.2,31.43,0.63,0.92,NA,0.074,0.057,0.102,137910000,0.59
"TWOU",39.1,20.5,"DOWN",485057452,"Consumer Discretionary",-3.16e+08,970800000,3982,"2.20",NA,NA,0.54,0.86,2598.07,1.53,-4.16,0.959,-0.426,-0.083,-0.326,77060000,0.99
"TWST",132.93,78.59,"DOWN",1866196081,"Health Care",-2.08e+08,184200000,652,"2.30",NA,NA,8.45,1.95,NA,0,-3.96,NA,-0.288,-0.259,NA,56290000,1.14
"TXG",140.56,150.88,"UP",3080224312,"Health Care",-142500000,497900000,1239,"2.30",NA,NA,6.7,4.41,NA,0,-1.26,0.938,-0.178,-0.069,-0.286,113580000,NA
"TXMD",62,18.43,"DOWN",59548084,"Health Care",-27100000,9.2e+07,416,"2.50",NA,NA,0.58,NA,NA,NA,-3.94,0.427,0.342,-1.476,-0.295,8750000,1.49
"TXN",162.22,189.41,"UP",145737865513,"Technology",8.89e+09,2.019e+10,31000,"2.60",17.28,1.73,7.31,10.38,87.52,0.55,9.55,0.882,0.635,0.371,0.44,9.13e+08,0.98
"TXRH",74.26,90.44,"UP",6589736878,"Consumer Discretionary",2.63e+08,3.9e+09,73300,"2.20",25.44,1.57,1.67,7.03,36.24,0,3.84,NA,0.251,0.222,0.066,67650000,0.96
"TZOO",8.71,9.67,"UP",65584895,"Consumer Discretionary",9e+05,65700000,214,"1.50",88.85,4.49,0.99,49.27,NA,0,0.06,0.327,-8.19,-0.121,0.075,12510000,1.42
"UAL",41.63,44.13,"UP",14191937144,"Consumer Discretionary",-7.52e+08,4.075e+10,90800,"2.50",NA,NA,0.34,2.83,7.67,6.46,-2.38,0.643,-0.172,-0.011,-0.018,326800000,1.35
"UBCP",13.01,16.61,"UP",90255087,"Finance",8800000,24800000,124,"2.00",9.37,1.03,3.53,1.42,46.09,0.41,1.61,0.087,0.134,0.232,0.356,5490000,0.26
"UBFO",6.81,8.21,"UP",117025431,"Finance",13700000,44400000,119,"-",8.56,NA,2.67,1.07,22.33,0.1,0.8,0.326,0.096,0.231,0.25,17040000,0.63
"UBSI",32.28,36.32,"UP",5714111214,"Finance",353700000,889400000,2966,"3.00",16.14,2.02,6.31,1.28,9.14,0.06,2.63,0.723,0.075,0.134,0.385,134620000,1.12
"UBX",56.9,13.8,"DOWN",38459322,"Health Care",-59200000,5e+06,65,"1.70",NA,NA,6.17,3.65,NA,0.5,-0.95,0.26,-1.139,-0.696,NA,69250000,0.61
"UCBI",28.16,35.52,"UP",4110625978,"Finance",239800000,716100000,2822,"2.30",16.09,16.09,5.55,1.57,9.37,0.13,2.33,0.862,0.101,0.214,0.329,106610000,1.03
"UCL",11,5.1,"DOWN",24550318,"Consumer Discretionary",-36700000,70500000,491,"-",NA,NA,0.27,3.42,NA,1,-1.26,0.236,-1.899,-1.981,-0.52,28980000,NA
"UCTT",33.82,57.47,"UP",1415629212,"Technology",5.8e+07,2.42e+09,7066,"2.00",25.5,1.28,0.58,1.7,NA,0.65,1.25,0.865,0.145,0.118,0.051,45200000,1.96
"UEIC",50.97,40.81,"DOWN",258898774,"Consumer Staples",-7200000,572100000,3945,"1.70",NA,NA,0.46,1.02,NA,0.33,-0.55,0.944,-0.026,0.019,-0.013,12660000,1.09
"UFCS",24.87,23.5,"DOWN",685624356,"Finance",6.6e+07,985600000,1086,"3.00",11.06,1.11,0.72,0.91,NA,0.06,2.56,0.657,0.08,0.09,0.067,25150000,0.03
"UFPI",54.71,91.06,"UP",4414637834,"Basic Materials",NA,9.73e+09,15000,"2.00",6.42,0.38,0.45,1.88,NA,0.14,11.1,0.857,NA,0.243,NA,60210000,1.45
"UFPT",45.58,71.29,"UP",709740608,"Health Care",20800000,272700000,1828,"1.50",40.77,NA,3.12,4.06,NA,0.48,2.73,0.891,0.105,0.059,0.076,7560000,0.72
"UG",14.55,16.7,"UP",65239330,"Consumer Discretionary",3700000,14400000,22,"-",15.46,NA,3.93,5.89,70.66,0,0.8,0.274,0.351,0.454,0.256,4590000,0.52
